author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
ASTERUS;developer;https://www.cian.ru/sale/flat/279559561/;Москва;sale;flat;3;25;1;24.52;487598;11955927;Покровское-Стрешнево;;Спартак;Алиа ЖК
Основа;developer;https://www.cian.ru/sale/flat/285083474/;Москва;sale;flat;4;31;-1;22.98;394600;9067908;Марфино;Ботаническая;Владыкино;VERY
ФСК;developer;https://www.cian.ru/sale/flat/282208300/;Москва;sale;flat;34;43;1;26.5;401896;10650244;Покровское-Стрешнево;Строительный проезд;;Sky Garden
ФСК;developer;https://www.cian.ru/sale/flat/282913387/;Москва;sale;flat;20;30;1;33.5;365376;12240096;Покровское-Стрешнево;Строительный проезд;;Sky Garden
Донстрой;developer;https://www.cian.ru/sale/flat/285253756/;Москва;sale;flat;10;21;1;29.0;630500;18284500;Хорошево-Мневники;проезд Проектируемый № 1074;Терехово ;Остров
Татьяна Щербакова;realtor;https://www.cian.ru/sale/flat/284888541/;Москва;sale;flat;5;6;1;26.1;210344;5490000;Восточное Измайлово;Первомайская;Первомайская;
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/281874427/;Москва;sale;flat;2;6;-1;20.1;550000;11055000;Таганский;2-й Гончарный переулок;Таганская;
ФСК;developer;https://www.cian.ru/sale/flat/272153484/;Москва;sale;flat;20;20;1;33.7;636200;21439940;Хорошево-Мневники;к2/1;Хорошёво;Сидней Сити ЖК
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/283861147/;Москва;sale;flat;5;7;-1;32.44;215782;7000000;Марьина роща;проезд 3-й Марьиной рощи;Марьина роща;
Алла Любкина;realtor;https://www.cian.ru/sale/flat/285246701/;Москва;sale;flat;2;5;1;16.2;365750;5925150;Кузьминки;Окская;Кузьминки;My Space на Окской
ПИК;developer;https://www.cian.ru/sale/flat/283153846/;Москва;sale;flat;10;38;1;20.01;376099;7525761;Южнопортовый;;Волгоградский проспект;Первый Дубровский ЖК
GRAVION;representative_developer;https://www.cian.ru/sale/flat/284824163/;Москва;sale;flat;2;9;-1;26.86;1042000;27988121;Якиманка;Ленинский проспект;Октябрьская;CULT (Апартаменты премиум-класса)
Estes;real_estate_agent;https://www.cian.ru/sale/flat/285281300/;Москва;sale;flat;1;5;-1;26.0;884615;23000000;Якиманка;3-й Голутвинский переулок;Полянка;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/280372254/;Москва;sale;flat;2;2;-1;25.3;189723;4800000;Вешняки;аллея Первой Маевки;Рязанский проспект;
Основа;developer;https://www.cian.ru/sale/flat/285082404/;Москва;sale;flat;5;19;-1;27.23;848329;23100000;Красносельский;проспект Академика Сахарова;Красные ворота;RED7
Хлебозавод 9;developer;https://www.cian.ru/sale/flat/279691496/;Москва;sale;flat;2;4;-1;31.5;280000;8820000;Преображенское;Электрозаводская;Преображенская площадь;Апартаменты Берег Яузы
Forma;developer;https://www.cian.ru/sale/flat/284413641/;Москва;sale;flat;19;20;1;27.73;489039;13561079;Даниловский;Автозаводская;Тульская;FORST
ID 99950346;realtor;https://www.cian.ru/sale/flat/284803277/;Москва;sale;flat;1;6;-1;11.5;278260;3200000;Перово;1-я Энтузиастов;Авиамоторная;
ПИК;developer;https://www.cian.ru/sale/flat/284094791/;Москва;sale;flat;2;17;1;20.1;273120;5489712;;;Бунинская аллея;
Екатерина Ефимова;realtor;https://www.cian.ru/sale/flat/283169145/;Москва;sale;flat;1;12;-1;30.8;200974;6190000;Бибирево;Пришвина;Бибирево;
Forma;developer;https://www.cian.ru/sale/flat/276447014/;Москва;sale;flat;3;20;1;27.73;454844;12612851;Даниловский;Автозаводская;Тульская;FORST
ПИК;developer;https://www.cian.ru/sale/flat/275623156/;Москва;sale;flat;24;26;1;19.97;327300;6536181;Нижегородский;к3.1;Нижегородская;Перовское 2 ЖК
Татьяна Щербакова;realtor;https://www.cian.ru/sale/flat/283215723/;Москва;sale;flat;5;6;-1;18.5;215675;3990000;Восточное Измайлово;Первомайская;Первомайская;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/284485889/;Москва;sale;flat;6;6;-1;16.6;220591;3661818;Вешняки;аллея Первой Маевки;Рязанский проспект;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/279962725/;Москва;sale;flat;2;4;-1;16.6;267168;4435000;Покровское-Стрешнево;Волоколамское шоссе;Трикотажная;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/280290591/;Москва;sale;flat;3;4;-1;12.5;268651;3358146;Вешняки;аллея Первой Маевки;Рязанский проспект;
Евгений Блинников;realtor;https://www.cian.ru/sale/flat/284373496/;Москва;sale;flat;4;7;-1;16.1;403105;6490000;Беговой;Ленинградский проспект;Белорусская;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/278744914/;Москва;sale;flat;1;4;-1;16.9;345798;5844000;Покровское-Стрешнево;Волоколамское шоссе;Трикотажная;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/284366662/;Москва;sale;flat;2;5;1;16.6;419277;6960000;Богородское;Ивантеевская;Бульвар Рокоссовского;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/281764230/;Москва;sale;flat;2;5;1;13.7;454744;6230000;Богородское;Ивантеевская;Бульвар Рокоссовского;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/280803808/;Москва;sale;flat;2;7;1;18.7;250106;4677000;Коптево;Клары Цеткин;Войковская;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/279499257/;Москва;sale;flat;2;4;-1;17.1;250994;4292000;Покровское-Стрешнево;Волоколамское шоссе;Трикотажная;
Евгений Блинников;realtor;https://www.cian.ru/sale/flat/284021297/;Москва;sale;flat;4;7;-1;18.8;371808;6990000;Беговой;Ленинградский проспект;Белорусская;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/279843991/;Москва;sale;flat;1;2;-1;28.7;172473;4950000;Вешняки;аллея Первой Маевки;Рязанский проспект;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/280246310/;Москва;sale;flat;4;6;-1;16.1;252648;4067639;Вешняки;аллея Первой Маевки;Рязанский проспект;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/280803805/;Москва;sale;flat;3;7;-1;26.7;220146;5877911;Коптево;Клары Цеткин;Войковская;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/285047269/;Москва;sale;flat;2;4;-1;16.2;297500;4819500;Вешняки;аллея Первой Маевки;Рязанский проспект;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/284347177/;Москва;sale;flat;1;6;-1;19.5;251282;4900000;Коптево;Клары Цеткин;Войковская;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/282636036/;Москва;sale;flat;6;7;-1;24.6;304878;7500000;Коптево;Клары Цеткин;Войковская;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/282766871/;Москва;sale;flat;5;7;-1;18.9;502645;9500000;Марьина роща;проезд 3-й Марьиной рощи;Марьина роща;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/284881108/;Москва;sale;flat;3;7;-1;25.1;250613;6290411;Коптево;Клары Цеткин;Войковская;
Минские холмы;developer;https://www.cian.ru/sale/flat/277469211/;Москва;sale;flat;22;52;1;25.5;445092;11349866;Раменки;проспект Генерала Дорохова;Минская;Will Towers
Основа;developer;https://www.cian.ru/sale/flat/285082388/;Москва;sale;flat;3;19;-1;54.17;500000;27085000;Красносельский;проспект Академика Сахарова;Красные ворота;RED7
ПИК;developer;https://www.cian.ru/sale/flat/282439565/;Москва;sale;flat;14;17;1;21.8;263807;5751014;;;Бунинская аллея;
ПИК;developer;https://www.cian.ru/sale/flat/274860548/;Москва;sale;flat;13;33;1;25.6;269087;6888652;Западное Дегунино;Северный ао;Бескудниково;Бусиновский Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/276703791/;Москва;sale;flat;27;33;1;20.1;289920;5827392;Западное Дегунино;Северный ао;Лианозово;Бусиновский Парк ЖК
Группа ЛСР;developer;https://www.cian.ru/sale/flat/275403727/;Москва;sale;flat;4;15;1;25.1;595920;14957617;Даниловский;набережная Марка Шагала;Тульская;ЗИЛАРТ
Д-Инвест;developer;https://www.cian.ru/sale/flat/277788197/;Москва;sale;flat;14;18;-1;25.0;350339;8758481;Останкинский;;Ботанический сад;Легендарный квартал ЖК
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/272732689/;Москва;sale;flat;11;27;1;24.1;368000;8868800;Щукино;Берзарина;Октябрьское поле;Октябрьское поле
А101;developer;https://www.cian.ru/sale/flat/274078403/;Москва;sale;flat;4;30;1;23.6;295134;6965175;Южное Бутово;к2.4;Бунинская аллея;Южные Сады ЖК
ПИК;developer;https://www.cian.ru/sale/flat/270792502/;Москва;sale;flat;21;33;1;23.5;413800;9724300;Кунцево;Академика Павлова;Крылатское;Академика Павлова
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/270879207/;Москва;sale;flat;17;22;1;32.3;224696;7257709;;;Рассказовка;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/270537168/;Москва;sale;flat;28;34;1;25.49;302079;7700000;Преображенское;Открытое шоссе;Бульвар Рокоссовского;Лосиноостровский парк
ПИК;developer;https://www.cian.ru/sale/flat/275815389/;Москва;sale;flat;22;33;1;20.2;292415;5906803;Очаково-Матвеевское;к1.1;Давыдково;Новое Очаково ЖК
Д-Инвест;developer;https://www.cian.ru/sale/flat/267488739/;Москва;sale;flat;17;18;-1;26.0;312752;8131552;Останкинский;Березовая аллея;Ботанический сад;Апарт-комплекс Легендарный квартал
МИЦ;developer;https://www.cian.ru/sale/flat/277820305/;Москва;sale;flat;2;10;-1;26.5;520470;13792455;Замоскворечье;Стремянный переулок;Павелецкая;Сити-комплекс Амарант
ПИК;developer;https://www.cian.ru/sale/flat/284914984/;Москва;sale;flat;2;33;1;19.8;395500;7830900;Бутырский;к2.8;Бутырская;Руставели 14 ЖК
ПИК;developer;https://www.cian.ru/sale/flat/277323728/;Москва;sale;flat;23;23;1;19.7;332900;6558130;Текстильщики;Юго-Восточный ао;Текстильщики;Волжский Парк ЖК
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/282555278/;Москва;sale;flat;5;7;-1;18.6;429569;7990000;Марьина роща;проезд 3-й Марьиной рощи;Марьина роща;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/285081452/;Москва;sale;flat;2;3;-1;36.5;295000;10767500;Преображенское;Электрозаводская;Преображенская площадь;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/271068765/;Москва;sale;flat;3;22;-1;22.5;288888;6500000;Нижегородский;Автомобильный проезд;Калитники;N’ice Loft
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/285081448/;Москва;sale;flat;2;3;-1;39.1;280000;10948000;Преображенское;Электрозаводская;Преображенская площадь;
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/270855734/;Москва;sale;flat;4;21;1;28.1;285172;8013339;;;Рассказовка;
ПИК;developer;https://www.cian.ru/sale/flat/280619755/;Москва;sale;flat;13;16;1;25.51;334800;8540748;Дмитровский;;Яхромская;Дмитровский Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/283153841/;Москва;sale;flat;11;38;1;20.1;376500;7567650;Южнопортовый;;Волгоградский проспект;Первый Дубровский ЖК
ПИК;developer;https://www.cian.ru/sale/flat/284194133/;Москва;sale;flat;21;32;1;26.5;411110;10894415;Филевский парк;;Фили;Барклая 6 ЖК
ID 12963175;official_representative;https://www.cian.ru/sale/flat/283972745/;Москва;sale;flat;2;16;-1;19.5;282051;5500000;Отрадное;Алтуфьевское шоссе;Владыкино;
ID 87260905;official_representative;https://www.cian.ru/sale/flat/284459040/;Москва;sale;flat;2;22;1;18.6;496075;9227000;Пресненский;Сергея Макеева;Выставочная;
Основа;developer;https://www.cian.ru/sale/flat/285082396/;Москва;sale;flat;7;19;-1;44.0;583863;25690000;Красносельский;проспект Академика Сахарова;Красные ворота;RED7
МИЦ;developer;https://www.cian.ru/sale/flat/265473928/;Москва;sale;flat;5;15;1;27.5;315000;8662500;;;Ольховая;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/283275417/;Москва;sale;flat;11;22;-1;15.7;340764;5350000;Тропарево-Никулино;Ленинский проспект;Тропарево;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/284017584/;Москва;sale;flat;11;22;-1;15.7;340764;5350000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/284490554/;Москва;sale;flat;6;6;-1;16.5;230853;3809083;Вешняки;аллея Первой Маевки;Рязанский проспект;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/283963290/;Москва;sale;flat;4;6;-1;15.7;252342;3961773;Вешняки;аллея Первой Маевки;Рязанский проспект;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/283147799/;Москва;sale;flat;11;22;-1;15.3;372549;5700000;Тропарево-Никулино;Ленинский проспект;Тропарево;
МСК Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/280803802/;Москва;sale;flat;7;7;-1;23.3;321888;7500000;Коптево;Клары Цеткин;Войковская;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/284602871/;Москва;sale;flat;1;9;-1;13.0;352520;4582770;Даниловский;4-й Рощинский проезд;Тульская;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/284602869/;Москва;sale;flat;1;9;1;13.2;349030;4607202;Даниловский;4-й Рощинский проезд;Тульская;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/284408707/;Москва;sale;flat;1;9;-1;10.71;466852;4999990;Сокол;Зорге;Зорге;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/284017587/;Москва;sale;flat;11;22;-1;15.3;372549;5700000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/284787048/;Москва;sale;flat;11;22;-1;17.9;329050;5890000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/284408699/;Москва;sale;flat;11;22;-1;15.2;384868;5850000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/284855057/;Москва;sale;flat;11;22;-1;15.3;390196;5970000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
Forma;developer;https://www.cian.ru/sale/flat/268415602/;Москва;sale;flat;6;20;1;27.73;461255;12790628;Даниловский;Автозаводская;Тульская;FORST
