author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
Level Group;developer;https://www.cian.ru/sale/flat/284889323/;Москва;sale;flat;7;24;2;44.4;252196;11197530;Покровское-Стрешнево;проезд Проектируемый № 3959;Тушинская;Апартаментный комплекс Level Стрешнево
Самолет;developer;https://www.cian.ru/sale/flat/271438594/;Москва;sale;flat;1;17;2;46.4;240006;11136305;Молжаниновский;Северный ао;Водники;Молжаниново ЖК
Самолет;developer;https://www.cian.ru/sale/flat/280618638/;Москва;sale;flat;6;9;2;57.7;193338;11155644;;;Рассказовка;
Татьяна Тимаева;realtor;https://www.cian.ru/sale/flat/284147786/;Москва;sale;flat;9;17;2;55.0;201818;11100000;;;;
Центр недвижимости от Сбербанка;real_estate_agent;https://www.cian.ru/sale/flat/285283401/;Москва;sale;flat;1;9;2;44.0;252272;11100000;Теплый Стан;Академика Варги;Тропарево;
Основа;developer;https://www.cian.ru/sale/flat/285082733/;Москва;sale;flat;15;20;2;44.29;254300;11262947;Северный;Федора Дубовицкого;Новодачная;ФизтехСити
Московский Риэлторский Центр;real_estate_agent;https://www.cian.ru/sale/flat/284747650/;Москва;sale;flat;4;9;2;37.8;296296;11200000;Текстильщики;Чистова;Печатники;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/277789318/;Москва;sale;flat;4;17;2;54.1;207948;11250000;Некрасовка;Рождественская;Некрасовка;
МИЦ;developer;https://www.cian.ru/sale/flat/269236386/;Москва;sale;flat;3;22;2;45.9;244975;11244353;Хорошевский;1-я Магистральная;Хорошёвская;Сити-комплекс Мята
Level Group;developer;https://www.cian.ru/sale/flat/284890142/;Москва;sale;flat;3;69;2;38.1;295875;11272848;Печатники;;Кожуховская;Левел Южнопортовая ЖК
ID 11049952;realtor;https://www.cian.ru/sale/flat/284615804/;Москва;sale;flat;3;17;2;54.2;206642;11200000;;;;
Центр оформления недвижимости Радмила;real_estate_agent;https://www.cian.ru/sale/flat/277896081/;Москва;sale;flat;14;14;2;53.8;208178;11200000;Зябликово;Кустанайская;;
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/278404032/;Москва;sale;flat;5;15;2;50.0;224000;11200000;;;Филатов Луг;
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/282912919/;Москва;sale;flat;4;9;2;44.9;249443;11200000;Ясенево;Рокотова;Новоясеневская;
Евгений Мясников;realtor;https://www.cian.ru/sale/flat/274992441/;Москва;sale;flat;2;10;2;47.0;238297;11200000;Старое Крюково;Зеленоград;Планерная;
ID 13371278;unknown;https://www.cian.ru/sale/flat/285277537/;Москва;sale;flat;1;12;2;52.5;213333;11200000;Отрадное;Хачатуряна;Отрадное;
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/278827425/;Москва;sale;flat;5;9;2;44.1;256235;11300000;Ярославский;Ярославское шоссе;Ростокино;
ПРОГРЕСС;developer;https://www.cian.ru/sale/flat/283847164/;Москва;sale;flat;10;18;2;37.79;299624;11322828;Щукино;Большой Волоколамский проезд;Стрешнево;Комплекс апартаментов B’aires
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/281159656/;Москва;sale;flat;2;15;2;52.6;217634;11447595;;;Ольховая;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/282721885/;Москва;sale;flat;8;8;2;51.1;221296;11308226;;;Ольховая;
Самолет;developer;https://www.cian.ru/sale/flat/279304157/;Москва;sale;flat;3;14;2;41.4;273734;11332599;;;Улица Горчакова;
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/283946190/;Москва;sale;flat;4;17;2;55.1;205081;11300000;;;Ольховая;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;real_estate_agent;https://www.cian.ru/sale/flat/284904319/;Москва;sale;flat;9;9;2;47.1;239915;11300000;Царицыно;Кантемировская;Москворечье;
МИЦ Трейд-ИН;real_estate_agent;https://www.cian.ru/sale/flat/285168451/;Москва;sale;flat;14;16;2;54.19;210186;11390000;Молжаниновский;Северный ао;Хлебниково;Молжаниново ЖК
ID 515728;unknown;https://www.cian.ru/sale/flat/282739800/;Москва;sale;flat;9;22;2;54.0;209259;11300000;;;Саларьево;
ID 33191906;unknown;https://www.cian.ru/sale/flat/285313965/;Москва;sale;flat;3;12;2;44.3;257336;11400000;Теплый Стан;Островитянова;Коньково;
Наталья Потёмкина;realtor;https://www.cian.ru/sale/flat/283159116/;Москва;sale;flat;4;5;2;50.7;224654;11390000;Богородское;Бойцовая;Бульвар Рокоссовского;
ID 232529;unknown;https://www.cian.ru/sale/flat/283409792/;Москва;sale;flat;9;9;2;37.2;305107;11350000;Царицыно;Каспийская;Царицыно;
Елена Федорова;realtor;https://www.cian.ru/sale/flat/283971779/;Москва;sale;flat;7;12;2;62.4;184278;11499000;;;Силикатная;
ID 391042;real_estate_agent;https://www.cian.ru/sale/flat/284860961/;Москва;sale;flat;2;5;2;42.1;273159;11500000;Войковский;1-я Радиаторская;Войковская;
Гранд Сервис Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/282666030/;Москва;sale;flat;13;16;2;51.0;225490;11500000;Гольяново;Хабаровская;Щелковская;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/285156356/;Москва;sale;flat;2;14;1;34.2;336257;11500000;Сокол;Балтийская;Сокол;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/273014953/;Москва;sale;flat;5;5;2;45.0;254444;11450000;Северное Тушино;Героев Панфиловцев;Планерная;
ID 97273907;unknown;https://www.cian.ru/sale/flat/284835251/;Москва;sale;flat;5;12;2;46.0;250000;11500000;Люблино;Люблинская;Волжская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/285169812/;Москва;sale;flat;4;5;2;40.4;287128;11600000;Можайский;Кубинка;Молодежная;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/284761080/;Москва;sale;flat;12;17;2;51.1;227005;11600000;Некрасовка;Лавриненко;Некрасовка;Некрасовка
ПИК;developer;https://www.cian.ru/sale/flat/278977165/;Москва;sale;flat;4;33;2;46.3;250000;11575000;Алтуфьевский;;Отрадное;Алтуфьевское 53 ЖК
Концерн РУСИЧ;developer;https://www.cian.ru/sale/flat/284531914/;Москва;sale;flat;29;32;2;42.0;276100;11596200;Царицыно;;Кантемировская;Кавказский Бульвар 51 ЖК
КРОСТ;developer;https://www.cian.ru/sale/flat/277811279/;Москва;sale;flat;11;22;2;47.7;244000;11638800;;;Прокшино;Новая Звезда ЖК
ПИК;developer;https://www.cian.ru/sale/flat/284563125/;Москва;sale;flat;5;32;2;63.5;182868;11612118;Митино;Северо-Западный ао;Пятницкое шоссе;Митинский Лес ЖК
А101;developer;https://www.cian.ru/sale/flat/280244818/;Москва;sale;flat;8;18;2;49.5;234426;11604099;;;Улица Горчакова;Дзен-кварталы ЖК
ПИК;developer;https://www.cian.ru/sale/flat/276090966/;Москва;sale;flat;24;33;2;46.2;251399;11614680;Метрогородок;к1/4;Бульвар Рокоссовского;Открытый Парк ЖК
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;real_estate_agent;https://www.cian.ru/sale/flat/284613469/;Москва;sale;flat;3;9;2;49.7;233400;11600000;Митино;Уваровский переулок;Пенягино;
ID 195669;realtor;https://www.cian.ru/sale/flat/284570952/;Москва;sale;flat;6;15;2;56.0;206250;11550000;;;Рассказовка;
Feel Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/283553895/;Москва;sale;flat;16;26;2;53.8;215613;11600000;Хорошево-Мневники;Народного Ополчения;Октябрьское поле;Клубный дом 
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/285246557/;Москва;sale;flat;2;25;2;32.0;365625;11700000;Кунцево;№ 100 кв-л;Мякинино;Мякинино парк
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;real_estate_agent;https://www.cian.ru/sale/flat/284414465/;Москва;sale;flat;8;9;2;45.0;260000;11700000;Люблино;Совхозная;Люблино;
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/282787814/;Москва;sale;flat;3;17;2;52.8;221590;11700000;;;Филатов Луг;
ID 20971003;realtor;https://www.cian.ru/sale/flat/283821182/;Москва;sale;flat;4;5;2;43.8;267123;11700000;Лефортово;шоссе Энтузиастов;Авиамоторная;
