author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
Пионер;https://www.cian.ru/sale/flat/280755821/;Москва;sale;flat;16;24;1;50.2;33159459;Даниловский;;Павелецкая;Хай Лайф ЖК
MR Group;https://www.cian.ru/sale/flat/275574178/;Москва;sale;flat;33;55;1;43.36;18756799;Марьина роща;4-я Марьиной рощи;Марьина роща;Mod
VESPER;https://www.cian.ru/sale/flat/262519487/;Москва;sale;flat;-1;-1;-1;202.0;60214140;Пресненский;Костикова;Улица 1905 года;Lucky
Arkhipov team;https://www.cian.ru/sale/flat/283855460/;Москва;sale;flat;36;44;1;45.3;27500000;Пресненский;Ходынская;Улица 1905 года;Пресня Сити
Галс-Девелопмент;https://www.cian.ru/sale/flat/275923519/;Москва;sale;flat;6;6;1;81.65;179646330;Замоскворечье;Космодамианская набережная;Новокузнецкая;Клубный дом Космо 4/22
VOSHOD;https://www.cian.ru/sale/flat/285674282/;Москва;sale;flat;8;17;2;71.8;37458060;Филевский парк;Василисы Кожиной;Филёвский парк;AHEAD
Группа Эталон;https://www.cian.ru/sale/flat/284037888/;Москва;sale;flat;3;15;2;61.9;23329809;Даниловский;;Технопарк;Шагал ЖК
Концерн КРОСТ;https://www.cian.ru/sale/flat/285897837/;Москва;sale;flat;2;6;1;38.1;18021300;Хорошево-Мневники;Саляма Адиля;Народное Ополчение;Wellton SPA Residence
Кварта-ПИК БРОКЕР;https://www.cian.ru/sale/flat/286614663/;Москва;sale;flat;4;17;1;36.7;10905000;Черемушки;Новочеремушкинская;Новые Черёмушки;
ASTERUS;https://www.cian.ru/sale/flat/279458007/;Москва;sale;flat;15;25;1;44.05;18433600;Покровское-Стрешнево;;Спартак;Алиа ЖК
МСК Недвижимость;https://www.cian.ru/sale/flat/286019061/;Москва;sale;flat;4;4;1;19.3;4883358;Вешняки;аллея Первой Маевки;Рязанский проспект;
MR Group;https://www.cian.ru/sale/flat/272080024/;Москва;sale;flat;4;55;1;41.33;18544688;Марьина роща;4-я Марьиной рощи;Марьина роща;Mod
ХОРЕКА ИНВЕСТ;https://www.cian.ru/sale/flat/283140148/;Москва;sale;flat;10;22;1;20.6;6686000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
MR Group;https://www.cian.ru/sale/flat/263232962/;Москва;sale;flat;9;55;1;43.45;18532424;Марьина роща;4-я Марьиной рощи;Рижская;Mod
МСК Недвижимость;https://www.cian.ru/sale/flat/286050698/;Москва;sale;flat;10;22;1;17.2;5955000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
Level Group;https://www.cian.ru/sale/flat/284889608/;Москва;sale;flat;-1;-1;-1;202.0;18679570;Хорошево-Мневники;Причальный проезд;Шелепиха;Level Причальный
МСК Недвижимость;https://www.cian.ru/sale/flat/283898832/;Москва;sale;flat;1;6;1;20.5;4592000;Коптево;Клары Цеткин;Войковская;
ЕГСН Продажа;https://www.cian.ru/sale/flat/283214639/;Москва;sale;flat;10;12;1;36.0;11600000;Царицыно;Кавказский бульвар;Кантемировская;
;https://www.cian.ru/sale/flat/268557121/;Москва;sale;flat;23;23;1;51.0;19194125;Черемушки;Нахимовский проспект;Зюзино;Апарт-комплекс Нахимов
PROНЕДВИЖИМОСТЬ;https://www.cian.ru/sale/flat/286572973/;Москва;sale;flat;5;22;1;38.5;8500000;Можайский;Беловежская;Рабочий посёлок;
MR Group;https://www.cian.ru/sale/flat/264958769/;Москва;sale;flat;15;55;1;43.48;19323121;Марьина роща;4-я Марьиной рощи;Рижская;Mod
ЕГСН Продажа;https://www.cian.ru/sale/flat/280192730/;Москва;sale;flat;24;24;1;39.3;26500000;Хорошевский;Хорошевское шоссе;Полежаевская;Династия
Концерн КРОСТ;https://www.cian.ru/sale/flat/285897841/;Москва;sale;flat;3;6;1;39.0;19656000;Хорошево-Мневники;Саляма Адиля;Народное Ополчение;Wellton SPA Residence
МСК Недвижимость;https://www.cian.ru/sale/flat/285801685/;Москва;sale;flat;5;7;1;32.14;8900000;Марьина роща;проезд 3-й Марьиной рощи;Марьина роща;
Концерн КРОСТ;https://www.cian.ru/sale/flat/285897857/;Москва;sale;flat;4;6;1;38.0;19950000;Хорошево-Мневники;Саляма Адиля;Народное Ополчение;Wellton SPA Residence
ХОРЕКА ИНВЕСТ;https://www.cian.ru/sale/flat/286483343/;Москва;sale;flat;10;22;1;17.6;6250000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
Донстрой;https://www.cian.ru/sale/flat/286396088/;Москва;sale;flat;2;18;1;37.9;20321980;Хорошево-Мневники;проезд Проектируемый № 1074;Терехово ;Остров
МСК Недвижимость;https://www.cian.ru/sale/flat/283898835/;Москва;sale;flat;1;6;1;21.8;4883200;Коптево;Клары Цеткин;Войковская;
КОРТРОС;https://www.cian.ru/sale/flat/272495554/;Москва;sale;flat;48;51;1;29.99;20303230;Пресненский;Шелепихинский тупик;Шелепиха;Headliner
СЕДЬМОЕ НЕБО;https://www.cian.ru/sale/flat/286548761/;Москва;sale;flat;7;17;1;43.9;15000000;Алексеевский;Новоалексеевская;Алексеевская;Серебряный фонтан
ФСК;https://www.cian.ru/sale/flat/281553075/;Москва;sale;flat;-1;-1;-1;202.0;20444230;Свиблово;Снежная;Свиблово;The Lake
МСК Недвижимость;https://www.cian.ru/sale/flat/286418403/;Москва;sale;flat;10;22;1;20.6;6686000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
ФСК;https://www.cian.ru/sale/flat/281553046/;Москва;sale;flat;-1;-1;-1;202.0;21007140;Свиблово;Снежная;Свиблово;The Lake
Kalinka Group;https://www.cian.ru/sale/flat/268826365/;Москва;sale;flat;2;7;1;98.0;95000000;Арбат;Филипповский переулок;Арбатская;
Kalinka Group;https://www.cian.ru/sale/flat/281435104/;Москва;sale;flat;3;14;2;106.9;160350000;Хамовники;переулок 1-й Тружеников;Киевская;Brodsky
Century 21 Premium Property;https://www.cian.ru/sale/flat/286203949/;Москва;sale;flat;21;36;2;64.0;32000000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
Славянский Двор Остоженка;https://www.cian.ru/sale/flat/283843746/;Москва;sale;flat;2;4;2;95.0;65000000;Арбат;Арбат;Смоленская;
Century 21 Street Realty;https://www.cian.ru/sale/flat/282813276/;Москва;sale;flat;13;48;2;51.0;20350000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
Moscow Estate Group;https://www.cian.ru/sale/flat/285897182/;Москва;sale;flat;23;26;2;38.0;22800000;Очаково-Матвеевское;Нежинская;Минская;Городские резиденции SPIRES
do A.S.A.P.;https://www.cian.ru/sale/flat/285863146/;Москва;sale;flat;4;5;2;44.0;10962419;Люблино;Судакова;Люблино;
Трейд-ин Риэлти;https://www.cian.ru/sale/flat/285080238/;Москва;sale;flat;9;12;2;55.1;19600000;Тверской;Тихвинская;Менделеевская;
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/285850429/;Москва;sale;flat;3;7;2;62.0;47000000;Замоскворечье;;Новокузнецкая;Балчуг Резиденс ЖК
Отдел Аренды Москва Сити;https://www.cian.ru/sale/flat/278185235/;Москва;sale;flat;38;72;2;83.0;44900000;Пресненский;1-й Красногвардейский проезд;Международная;NEVA TOWERS
Verges of estate;https://www.cian.ru/sale/flat/285271284/;Москва;sale;flat;46;51;2;96.0;36250000;Обручевский;Ленинский проспект;Новаторская;Well House на Ленинском
ЛИДЕР Риэлти - офис Динамо;https://www.cian.ru/sale/flat/286280584/;Москва;sale;flat;44;48;2;70.0;32900000;Обручевский;Ленинский проспект;Новаторская;Well House на Ленинском
Триумфальная Арка;https://www.cian.ru/sale/flat/261750131/;Москва;sale;flat;2;8;2;54.0;14350000;Басманный;Спартаковская площадь;Бауманская;
BERI;https://www.cian.ru/sale/flat/286304163/;Москва;sale;flat;4;8;2;43.3;16900000;Ломоносовский;проспект Вернадского;Проспект Вернадского;
ID 61034764;https://www.cian.ru/sale/flat/286239347/;Москва;sale;flat;1;9;2;53.2;21090000;Хамовники;Ростовская набережная;Смоленская;
Этажи Москва;https://www.cian.ru/sale/flat/280125513/;Москва;sale;flat;5;9;2;35.7;8500000;Люблино;Верхние Поля;Братиславская;
BERI;https://www.cian.ru/sale/flat/286388438/;Москва;sale;flat;7;10;2;60.3;23590000;Дорогомилово;Киевская;Студенческая;
Whitewill;https://www.cian.ru/sale/flat/283857601/;Москва;sale;flat;3;21;2;32.0;17500000;Беговой;Ленинградский проспект;Динамо;Царская площадь
Этажи Москва;https://www.cian.ru/sale/flat/270403038/;Москва;sale;flat;6;9;2;36.3;14150000;Басманный;Фридриха Энгельса;Бауманская;
Этажи Москва;https://www.cian.ru/sale/flat/278932355/;Москва;sale;flat;12;17;2;62.0;13350000;Некрасовка;Льва Яшина;Некрасовка;Некрасовка-Парк
Whitewill;https://www.cian.ru/sale/flat/279737979/;Москва;sale;flat;4;22;2;75.8;25500000;Лефортово;Золоторожский Вал;Авиамоторная;Символ
Славянский Двор Остоженка;https://www.cian.ru/sale/flat/279918609/;Москва;sale;flat;3;4;2;60.0;69500000;Пресненский;Малая Бронная;Тверская;Малая Бронная 26
Whitewill;https://www.cian.ru/sale/flat/279147993/;Москва;sale;flat;30;77;2;58.0;51500000;Пресненский;1-й Красногвардейский проезд;Деловой центр;NEVA TOWERS
Этажи Москва;https://www.cian.ru/sale/flat/268065285/;Москва;sale;flat;1;6;2;24.5;9900000;Марьино;Перерва;Перерва;Апарт-комплекс 16 Уровень
Whitewill;https://www.cian.ru/sale/flat/279147778/;Москва;sale;flat;20;28;2;42.0;23980000;Войковский;Адмирала Макарова;Водный стадион;Невский
Whitewill;https://www.cian.ru/sale/flat/284538862/;Москва;sale;flat;3;14;2;70.2;37999000;Раменки;проспект Генерала Дорохова;Минская;West Garden
BARNES International Realty;https://www.cian.ru/sale/flat/279824320/;Москва;sale;flat;7;12;2;99.4;46718000;Тверской;2-я Брестская;Маяковская;Резиденция Тверская
Cristall Realty;https://www.cian.ru/sale/flat/285833431/;Москва;sale;flat;35;49;2;40.08;18500000;Савеловский;2-я Хуторская;Дмитровская;SYMPHONY 34
Арт Риэлти;https://www.cian.ru/sale/flat/272296787/;Москва;sale;flat;46;52;2;76.9;34400000;Раменки;Мичуринский проспект;Раменки;
ID 80301916;https://www.cian.ru/sale/flat/284571567/;Москва;sale;flat;1;4;2;33.0;6200000;Покровское-Стрешнево;Волоколамское шоссе;Трикотажная;
Ташир;https://www.cian.ru/sale/flat/264100255/;Москва;sale;flat;2;32;2;50.5;19487950;Черемушки;Херсонская;Калужская;ONYX Deluxe
Этажи Москва;https://www.cian.ru/sale/flat/284793960/;Москва;sale;flat;5;16;2;63.7;16350000;;;Прокшино;
Донстрой;https://www.cian.ru/sale/flat/285523996/;Москва;sale;flat;51;53;2;129.1;129140000;Раменки;Пырьева;Ломоносовский проспект;Дом на Мосфильмовской
Гардтекс;https://www.cian.ru/sale/flat/282397948/;Москва;sale;flat;5;9;2;117.2;103136000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
Абсолют Недвижимость;https://www.cian.ru/sale/flat/285544218/;Москва;sale;flat;12;22;2;54.5;10019007;;;Рассказовка;
Level Group;https://www.cian.ru/sale/flat/284891202/;Москва;sale;flat;37;46;2;35.3;15631478;Очаково-Матвеевское;;Мичуринский проспект;Левел Мичуринский ЖК
КОРТРОС;https://www.cian.ru/sale/flat/286029976/;Москва;sale;flat;13;51;2;66.79;23500061;Пресненский;Шелепихинский тупик;Шелепиха;Headliner
Славянский Двор Остоженка;https://www.cian.ru/sale/flat/285162604/;Москва;sale;flat;5;26;2;70.0;31000000;Кунцево;Ярцевская;Молодёжная;Ярцевская 24
ПИК;https://www.cian.ru/sale/flat/286576182/;Москва;sale;flat;11;17;2;41.9;9661888;;;Бунинская аллея;
Донстрой;https://www.cian.ru/sale/flat/286133758/;Москва;sale;flat;39;41;2;65.8;31039505;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
KR Properties;https://www.cian.ru/sale/flat/275220060/;Москва;sale;flat;4;5;2;139.6;140242160;Хамовники;Зубовская;Парк Культуры;Metropol Serviced Residences
KR Properties;https://www.cian.ru/sale/flat/275220045/;Москва;sale;flat;5;5;2;184.2;175437675;Хамовники;Зубовская;Парк Культуры;Metropol Serviced Residences
Экран;https://www.cian.ru/sale/flat/280422670/;Москва;sale;flat;2;6;2;127.04;254389977;Замоскворечье;;Третьяковская;Русские Сезоны ЖК
Ташир;https://www.cian.ru/sale/flat/271161225/;Москва;sale;flat;2;21;2;47.9;13831125;Очаково-Матвеевское;Аминьевское шоссе;Давыдково;West Tower (Апартаменты бизнес-класса)
NIKA ESTATE;https://www.cian.ru/sale/flat/279605406/;Москва;sale;flat;3;17;2;45.0;35800000;Пресненский;Звенигородское шоссе;Улица 1905 года;Дизайнерский дом Eleven
Hutton Development;https://www.cian.ru/sale/flat/282786891/;Москва;sale;flat;3;8;2;105.9;62904600;Таганский;Славянская площадь;Китай-город;LUMIN
Capital Group;https://www.cian.ru/sale/flat/281492339/;Москва;sale;flat;4;15;2;86.6;125570000;Хамовники;Олсуфьевский переулок;Фрунзенская;White Khamovniki
ПИК;https://www.cian.ru/sale/flat/284914920/;Москва;sale;flat;2;33;2;36.2;12118601;Бутырский;к2.8;Бутырская;Руставели 14 ЖК
ПИК;https://www.cian.ru/sale/flat/281410309/;Москва;sale;flat;20;33;2;51.2;12489216;Отрадное;;Владыкино;Сигнальный 16 ЖК
Capital Group;https://www.cian.ru/sale/flat/282960528/;Москва;sale;flat;-1;-1;-1;1.0;33739016;Ростокино;проспект Мира;Ростокино;Триколор
MR Group;https://www.cian.ru/sale/flat/285682464/;Москва;sale;flat;3;10;2;63.0;35300100;Беговой;Северный ао;Белорусская;Слава ЖК
Capital Group;https://www.cian.ru/sale/flat/283844192/;Москва;sale;flat;12;85;2;91.8;56514741;Пресненский;1-й Красногвардейский проезд;Выставочная;МФК ОКО
Capital Group;https://www.cian.ru/sale/flat/281492342/;Москва;sale;flat;4;15;2;88.8;128760000;Хамовники;Олсуфьевский переулок;Фрунзенская;White Khamovniki
VESPER;https://www.cian.ru/sale/flat/262519758/;Москва;sale;flat;-1;-1;-1;202.0;101354550;Пресненский;Костикова;Улица 1905 года;Lucky
МИЦ;https://www.cian.ru/sale/flat/286217631/;Москва;sale;flat;-1;-1;-1;202.0;6456796;;;Филатов Луг;
;https://www.cian.ru/sale/flat/284824183/;Москва;sale;flat;2;9;1;52.18;51409562;Якиманка;Ленинский проспект;Октябрьская;CULT (Апартаменты премиум-класса)
;https://www.cian.ru/sale/flat/284824165/;Москва;sale;flat;2;9;2;75.49;71325493;Якиманка;Ленинский проспект;Октябрьская;CULT (Апартаменты премиум-класса)
Gethome;https://www.cian.ru/sale/flat/273919238/;Москва;sale;flat;12;53;4;150.0;135000000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
Основа;https://www.cian.ru/sale/flat/285083102/;Москва;sale;flat;3;31;4;90.94;33920620;Марфино;;Владыкино;Вери ЖК
Level Group;https://www.cian.ru/sale/flat/284889994/;Москва;sale;flat;35;69;3;56.4;16711191;Печатники;;Кожуховская;Левел Южнопортовая ЖК
HQ Estate;https://www.cian.ru/sale/flat/283136381/;Москва;sale;flat;3;14;3;61.2;11500000;;;Щербинка;
Bespoke Estate;https://www.cian.ru/sale/flat/278631972/;Москва;sale;flat;4;33;4;150.0;90000000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
Bespoke Estate;https://www.cian.ru/sale/flat/276055338/;Москва;sale;flat;8;53;5;237.0;84000000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
Bespoke Estate;https://www.cian.ru/sale/flat/279254359/;Москва;sale;flat;32;53;3;101.0;59900000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
Kalinka Group;https://www.cian.ru/sale/flat/250601502/;Москва;sale;flat;4;7;4;121.0;99000000;Пресненский;Тверской бульвар;Пушкинская;
Bespoke Estate;https://www.cian.ru/sale/flat/278611162/;Москва;sale;flat;11;33;3;105.6;61990000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
Capital Group;https://www.cian.ru/sale/flat/277550930/;Москва;sale;flat;9;65;2;69.79;63100000;Пресненский;Краснопресненская набережная;Выставочная;Capital Towers
Bespoke Estate;https://www.cian.ru/sale/flat/274805207/;Москва;sale;flat;4;33;5;190.0;68000000;Раменки;Мосфильмовская;Ломоносовский проспект;Дом на Мосфильмовской
TEKTA GROUP;https://www.cian.ru/sale/flat/270281665/;Москва;sale;flat;7;42;3;66.4;28957040;Котловка;;Нагорная;Энитео ЖК
Сергей Соловьев;https://www.cian.ru/sale/flat/279299525/;Москва;sale;flat;3;22;2;57.0;12300000;;;Саларьево;
Галс-Девелопмент;https://www.cian.ru/sale/flat/275923491/;Москва;sale;flat;2;6;1;58.61;50826592;Замоскворечье;Космодамианская набережная;Новокузнецкая;Клубный дом Космо 4/22
РГ-Девелопмент;https://www.cian.ru/sale/flat/284832177/;Москва;sale;flat;4;20;3;85.4;23544780;Головинский;Михалковская;Коптево;Михалковский
Bespoke Estate;https://www.cian.ru/sale/flat/271216208/;Москва;sale;flat;13;33;3;118.8;52000000;Раменки;Мосфильмовская;Ломоносовский проспект;Дом на Мосфильмовской
Группа Родина;https://www.cian.ru/sale/flat/281233969/;Москва;sale;flat;13;13;4;130.53;42100130;;;Ольховая;
Галс-Девелопмент;https://www.cian.ru/sale/flat/280748944/;Москва;sale;flat;4;6;2;74.91;103915152;Замоскворечье;Космодамианская набережная;Новокузнецкая;Клубный дом Космо 4/22
ФСК;https://www.cian.ru/sale/flat/282913370/;Москва;sale;flat;22;27;2;54.9;19363230;Покровское-Стрешнево;Строительный проезд;;Sky Garden
Level Group;https://www.cian.ru/sale/flat/284891080/;Москва;sale;flat;18;20;-1;112.3;45288689;Очаково-Матвеевское;;Мичуринский проспект;Левел Мичуринский ЖК
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/275848588/;Москва;sale;flat;33;65;3;190.0;160000000;Пресненский;набережная Пресненская;Деловой центр;Город Столиц
MR Group;https://www.cian.ru/sale/flat/270240596/;Москва;sale;flat;31;36;3;115.8;37406305;Западное Дегунино;Ильменский проезд;Селигерская;Селигер Сити
Основа;https://www.cian.ru/sale/flat/285083542/;Москва;sale;flat;3;31;3;58.89;21194511;Марфино;Ботаническая;Владыкино;VERY
Sezar Group;https://www.cian.ru/sale/flat/283289278/;Москва;sale;flat;2;25;2;70.9;30628800;Тропарево-Никулино;проспект Вернадского;;Клубный дом Full House
ФСК;https://www.cian.ru/sale/flat/282208313/;Москва;sale;flat;13;26;1;42.1;15185470;Покровское-Стрешнево;Строительный проезд;;Sky Garden
Level Group;https://www.cian.ru/sale/flat/285128964/;Москва;sale;flat;11;46;3;62.0;22285290;Очаково-Матвеевское;;Мичуринский проспект;Левел Мичуринский ЖК
Группа Эталон;https://www.cian.ru/sale/flat/283964439/;Москва;sale;flat;18;19;2;72.1;43036295;Алексеевский;Новоалексеевская;Алексеевская;Серебряный фонтан
Мангазея;https://www.cian.ru/sale/flat/283191819/;Москва;sale;flat;20;21;4;130.5;63522180;Щукино;Щукинская;Стрешнево;Интонация
;https://www.cian.ru/sale/flat/278727245/;Москва;sale;flat;9;12;5;173.44;103110000;Сокол;Врубеля;Панфиловская;
Hutton Development;https://www.cian.ru/sale/flat/281556956/;Москва;sale;flat;5;17;2;90.83;44500000;Гагаринский;Ленинский проспект;Ленинский проспект;Lunar
Группа Родина;https://www.cian.ru/sale/flat/281234161/;Москва;sale;flat;9;13;3;98.39;24699110;;;Ольховая;
Capital Group;https://www.cian.ru/sale/flat/283760188/;Москва;sale;flat;11;17;2;45.8;44884000;Дорогомилово;;Киевская;Бадаевский ЖК
FORTE GROUP;https://www.cian.ru/sale/flat/284203715/;Москва;sale;flat;2;9;2;86.4;85000000;Якиманка;Лаврушинский переулок;Третьяковская;
Sminex-Интеко;https://www.cian.ru/sale/flat/265095246/;Москва;sale;flat;2;13;4;95.22;40470000;Раменки;;Минская;Вест Гарден ЖК
Мангазея;https://www.cian.ru/sale/flat/283191604/;Москва;sale;flat;5;21;3;98.1;34758792;Щукино;Щукинская;Стрешнево;Интонация
Kalinka Group;https://www.cian.ru/sale/flat/279976622/;Москва;sale;flat;32;53;3;99.0;60000000;Раменки;Мосфильмовская;Кутузовская;Дом на Мосфильмовской
РГ-Девелопмент;https://www.cian.ru/sale/flat/282786138/;Москва;sale;flat;5;30;3;81.2;19812800;Чертаново Южное;;Аннино;Варшавские Ворота ЖК
BRIGHT ESTATE - городская недвижимость;https://www.cian.ru/sale/flat/284549263/;Москва;sale;flat;11;11;3;154.5;150000000;Хамовники;Ефремова;;Садовые кварталы
Тауэрс;https://www.cian.ru/sale/flat/283393287/;Москва;sale;flat;41;65;1;50.6;49992800;Пресненский;1-й Красногвардейский проезд;Выставочная;NEVA TOWERS
Группа Эталон;https://www.cian.ru/sale/flat/283964808/;Москва;sale;flat;5;7;-1;162.6;77573404;Даниловский;;Технопарк;Нагатино Ай-Ленд ЖК
Группа Эталон;https://www.cian.ru/sale/flat/283964483/;Москва;sale;flat;17;19;1;50.2;31145536;Алексеевский;Новоалексеевская;Алексеевская;Серебряный фонтан
;https://www.cian.ru/sale/flat/278102013/;Москва;sale;flat;7;12;3;81.41;44630000;Сокол;Врубеля;Панфиловская;
Kalinka Group;https://www.cian.ru/sale/flat/273733095/;Москва;sale;flat;8;9;5;257.0;320000000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
А101;https://www.cian.ru/sale/flat/281686512/;Москва;sale;flat;3;18;4;133.1;30336264;;;Прокшино;
ФСК;https://www.cian.ru/sale/flat/281669988/;Москва;sale;flat;32;44;2;87.4;44941080;Хорошево-Мневники;к2/2;Хорошёво;Сидней Сити ЖК
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/281647349/;Москва;sale;flat;2;4;3;200.0;400000000;Якиманка;1-й Голутвинский переулок;Октябрьская;1-й Голутвинский пер. д. 7
Level Group;https://www.cian.ru/sale/flat/284889094/;Москва;sale;flat;19;24;4;114.9;24597012;Покровское-Стрешнево;проезд Проектируемый № 3959;Тушинская;Апартаментный комплекс Level Стрешнево
BRIGHT ESTATE - городская недвижимость;https://www.cian.ru/sale/flat/282540627/;Москва;sale;flat;9;15;3;97.0;97000000;Хамовники;Усачева;;Садовые кварталы
Времена года;https://www.cian.ru/sale/flat/283443451/;Москва;sale;flat;9;11;4;199.37;215000000;Хамовники;Усачева;Спортивная;Садовые кварталы
Аеон-Девелопмент;https://www.cian.ru/sale/flat/274260488/;Москва;sale;flat;-1;-1;-1;202.0;22450632;Дорогомилово;Кутузовский проезд;Фили;River Park Towers Кутузовский
Sminex-Интеко;https://www.cian.ru/sale/flat/281914893/;Москва;sale;flat;2;5;1;47.96;100910000;Тверской;;Площадь Революции;Ильинка 3/8 ЖК
Regions Development;https://www.cian.ru/sale/flat/281335028/;Москва;sale;flat;2;17;1;46.52;19504720;Преображенское;;Преображенская площадь;Преображенская Площадь ЖК
MR Group;https://www.cian.ru/sale/flat/274969520/;Москва;sale;flat;2;27;1;39.4;19846850;Даниловский;Дубининская;Серпуховская;Павелецкая сити
MR Group;https://www.cian.ru/sale/flat/285682457/;Москва;sale;flat;7;8;1;48.9;28028000;Беговой;Северный ао;Белорусская;Слава ЖК
ASTERUS;https://www.cian.ru/sale/flat/274202190/;Москва;sale;flat;11;25;1;57.32;21426216;Покровское-Стрешнево;;Спартак;Алиа ЖК
Absolute Premium;https://www.cian.ru/sale/flat/285442079/;Москва;sale;flat;15;18;1;63.0;62010000;Хамовники;;Воробьёвы горы;Коллекция Лужники ЖК
Regions Development;https://www.cian.ru/sale/flat/276630273/;Москва;sale;flat;3;24;1;57.01;25865460;Нагатинский затон;;Технопарк;Дрим Тауэрс ЖК
MR Group;https://www.cian.ru/sale/flat/273739940/;Москва;sale;flat;-1;-1;-1;202.0;29284295;Раменки;1-й Сетуньский проезд;Лужники;Hide
KR Properties;https://www.cian.ru/sale/flat/275220055/;Москва;sale;flat;4;5;1;61.5;60171600;Хамовники;Зубовская;Парк Культуры;Metropol Serviced Residences
VOSHOD;https://www.cian.ru/sale/flat/285674290/;Москва;sale;flat;-1;-1;-1;202.0;36185160;Филевский парк;Василисы Кожиной;Филёвский парк;AHEAD
Стадион Спартак;https://www.cian.ru/sale/flat/283206102/;Москва;sale;flat;3;9;1;58.1;24994620;Покровское-Стрешнево;Северо-Западный ао;Спартак;Клубный Город на Реке Примавера ЖК
MR Group;https://www.cian.ru/sale/flat/272591248/;Москва;sale;flat;-1;-1;-1;202.0;23459639;Филевский парк;;Фили;Фили Сити ЖК
Capital Group;https://www.cian.ru/sale/flat/283760225/;Москва;sale;flat;12;18;1;48.3;50232000;Дорогомилово;;Киевская;Бадаевский ЖК
Forma;https://www.cian.ru/sale/flat/280467174/;Москва;sale;flat;-1;-1;-1;202.0;27205152;Пресненский;;Белорусская;Репаблик ЖК
GRAVION;https://www.cian.ru/sale/flat/284824227/;Москва;sale;flat;4;9;1;53.2;57684701;Якиманка;Ленинский проспект;Октябрьская;CULT (Апартаменты премиум-класса)
Пионер;https://www.cian.ru/sale/flat/283969773/;Москва;sale;flat;5;22;1;32.2;16106665;Марьина роща;Полковая;Савёловская;PRIDE
Стрелецкая Слобода;https://www.cian.ru/sale/flat/280834472/;Москва;sale;flat;5;8;1;57.0;76494000;Таганский;Большой Николоворобинский переулок;Китай-город;
Hutton Development;https://www.cian.ru/sale/flat/284935700/;Москва;sale;flat;5;8;1;49.67;30500000;Гагаринский;;Ленинский проспект;Лунар ЖК
Галс-Девелопмент;https://www.cian.ru/sale/flat/275923501/;Москва;sale;flat;3;6;1;59.96;56494312;Замоскворечье;Космодамианская набережная;Новокузнецкая;Клубный дом Космо 4/22
ДОНСТРОЙ;https://www.cian.ru/sale/flat/286395760/;Москва;sale;flat;3;48;1;39.7;20310520;Раменки;Кинематографический кв-л;Мичуринский проспект;Событие-4 ЖК
Forma;https://www.cian.ru/sale/flat/285940026/;Москва;sale;flat;-1;-1;-1;202.0;15579993;Аэропорт;Часовая;Красный Балтиец;SOUL
White and Broughton;https://www.cian.ru/sale/flat/280986757/;Москва;sale;flat;17;41;1;40.4;25000000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
Стрелецкая Слобода;https://www.cian.ru/sale/flat/280834499/;Москва;sale;flat;6;8;1;57.0;77577000;Таганский;Большой Николоворобинский переулок;Китай-город;
Донстрой;https://www.cian.ru/sale/flat/286395266/;Москва;sale;flat;6;12;1;41.3;25110400;Хорошево-Мневники;Нижние Мневники;Терехово ;Остров
Sminex-Интеко;https://www.cian.ru/sale/flat/281914889/;Москва;sale;flat;2;5;1;46.25;96730000;Тверской;;Площадь Революции;Ильинка 3/8 ЖК
MR Group;https://www.cian.ru/sale/flat/276503119/;Москва;sale;flat;-1;-1;-1;202.0;31306712;Филевский парк;;Фили;Фили Сити ЖК
VESPER;https://www.cian.ru/sale/flat/262519398/;Москва;sale;flat;-1;-1;-1;202.0;45640000;Пресненский;Жилой Лаки кв-л;Улица 1905 года;Lucky
Forma;https://www.cian.ru/sale/flat/276305587/;Москва;sale;flat;-1;-1;-1;202.0;32749441;Пресненский;;Белорусская;Репаблик ЖК
БСК-Санкт-Петербург;https://www.cian.ru/sale/flat/283695112/;Москва;sale;flat;6;13;1;82.8;59629296;Арбат;Новый Арбат;Смоленская;Звёзды Арбата
Absolute Premium;https://www.cian.ru/sale/flat/285466411/;Москва;sale;flat;6;17;1;55.0;40379000;Хамовники;;Воробьёвы горы;Коллекция Лужники ЖК
