author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
ФСК;https://www.cian.ru/sale/flat/259841846/;Москва;sale;flat;-1;-1;-1;202.0;27670907;Ростокино;;Ботанический сад;Режиссер ЖК
Иван Новокрещёнов;https://www.cian.ru/sale/flat/285717168/;Москва;sale;flat;6;9;2;36.6;16500000;Пресненский;Трехгорный Вал;Улица 1905 года;
Аврора Проперти;https://www.cian.ru/sale/flat/284406924/;Москва;sale;flat;3;3;2;87.2;56680000;Покровское-Стрешнево;Ленинградское шоссе;Войковская;
Аврора Проперти;https://www.cian.ru/sale/flat/284605393/;Москва;sale;flat;8;14;2;73.0;58000000;Замоскворечье;Мытная;Добрынинская;Английский квартал
Аврора Проперти;https://www.cian.ru/sale/flat/284303316/;Москва;sale;flat;4;12;2;119.0;289000000;Хамовники;Трубецкая;Фрунзенская;Дом на Трубецкой
ID 27877115;https://www.cian.ru/sale/flat/283893960/;Москва;sale;flat;14;14;2;44.5;19200000;Раменки;Мичуринский проспект;Раменки;
ID 37700417;https://www.cian.ru/sale/flat/284895388/;Москва;sale;flat;7;9;2;45.0;11300000;Можайский;Вяземская;Сетунь;
White and Broughton;https://www.cian.ru/sale/flat/286052590/;Москва;sale;flat;5;41;2;66.1;33500000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
;https://www.cian.ru/sale/flat/280475369/;Москва;sale;flat;2;23;2;67.1;44290000;Пресненский;2-я Черногрязская;Улица 1905 года;ONEST
SKOLKOVO НЕДВИЖИМОСТЬ;https://www.cian.ru/sale/flat/286532456/;Москва;sale;flat;9;10;2;53.0;19600000;Можайский;Барвихинская;Молодёжная;Дом на Барвихинской
Forma;https://www.cian.ru/sale/flat/276305495/;Москва;sale;flat;-1;-1;-1;202.0;95572381;Пресненский;;Белорусская;Репаблик ЖК
MR Group;https://www.cian.ru/sale/flat/284847940/;Москва;sale;flat;39;41;4;126.2;55877793;Даниловский;Дубининская;Серпуховская;Павелецкая сити
BARNES International Realty;https://www.cian.ru/sale/flat/285919020/;Москва;sale;flat;7;14;4;145.2;100000000;Хамовники;Оболенский переулок;Фрунзенская;
BARNES International Realty;https://www.cian.ru/sale/flat/286426807/;Москва;sale;flat;3;6;4;159.2;125000000;Хамовники;Усачева;Спортивная;Magnum
РГ-Девелопмент;https://www.cian.ru/sale/flat/280126575/;Москва;sale;flat;12;24;4;95.1;33760500;Савеловский;Старый Петровско-Разумовский проезд;Гражданская;Петровский парк II
МИЦ;https://www.cian.ru/sale/flat/286214717/;Москва;sale;flat;-1;-1;-1;202.0;33262121;Хорошево-Мневники;3-я Хорошевская;Зорге;Вереск
Level Group;https://www.cian.ru/sale/flat/284889880/;Москва;sale;flat;9;18;4;90.6;22432848;Печатники;;Кожуховская;Левел Южнопортовая ЖК
;https://www.cian.ru/sale/flat/258098295/;Москва;sale;flat;3;19;4;82.8;29667654;Нагатинский затон;;Коломенская;Ривер Парк ЖК
Capital Group;https://www.cian.ru/sale/flat/283844186/;Москва;sale;flat;75;85;4;232.5;188509700;Пресненский;1-й Красногвардейский проезд;Выставочная;МФК ОКО
Галс-Девелопмент;https://www.cian.ru/sale/flat/268579027/;Москва;sale;flat;5;5;4;183.1;174494300;Арбат;Поварская;Арбатская;De Luxe квартал апартаментов 
3S Group;https://www.cian.ru/sale/flat/286088610/;Москва;sale;flat;27;29;4;96.26;33691000;Богородское;Открытое шоссе;Бульвар Рокоссовского;Талисман на Рокоссовского
Homeapp;https://www.cian.ru/sale/flat/285316167/;Москва;sale;flat;19;23;2;69.3;37000000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
Whitewill;https://www.cian.ru/sale/flat/284733461/;Москва;sale;flat;8;18;2;75.5;37600000;Алексеевский;Новоалексеевская;Алексеевская;Серебряный фонтан
Whitewill;https://www.cian.ru/sale/flat/286087656/;Москва;sale;flat;23;23;2;61.4;38000000;Хорошевский;Хорошевское шоссе;Полежаевская;Династия
Whitewill;https://www.cian.ru/sale/flat/286231252/;Москва;sale;flat;31;34;2;107.8;39500000;Обручевский;Обручева;Воронцовская;Ever
Homeapp;https://www.cian.ru/sale/flat/285931323/;Москва;sale;flat;6;25;2;74.6;39500000;Савеловский;Юннатов;Петровский Парк;Петровский парк
Homeapp;https://www.cian.ru/sale/flat/282858359/;Москва;sale;flat;5;5;2;94.6;40000000;Красносельский;Сретенский бульвар;Сретенский бульвар;
Whitewill;https://www.cian.ru/sale/flat/279147898/;Москва;sale;flat;9;16;2;76.1;40500000;Аэропорт;Ленинградский проспект;Петровский Парк;ВТБ Арена парк
Whitewill;https://www.cian.ru/sale/flat/279147727/;Москва;sale;flat;6;41;2;72.0;40990000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
Apple Real Estate;https://www.cian.ru/sale/flat/286481375/;Москва;sale;flat;3;14;2;75.0;41500000;Беговой;Скаковая;Белорусская;
Whitewill;https://www.cian.ru/sale/flat/284235548/;Москва;sale;flat;27;53;2;70.3;42000000;Раменки;Мичуринский проспект;Раменки;
Whitewill;https://www.cian.ru/sale/flat/283977650/;Москва;sale;flat;49;53;2;76.5;42000000;Раменки;Мичуринский проспект;Раменки;
Apple Real Estate;https://www.cian.ru/sale/flat/282776461/;Москва;sale;flat;11;22;2;90.2;42000000;Щукино;Расплетина;Октябрьское поле;Северная Звезда
Homeapp;https://www.cian.ru/sale/flat/283166673/;Москва;sale;flat;7;20;2;65.5;42000000;Пресненский;Дружинниковская;Баррикадная;SkyView
Homeapp;https://www.cian.ru/sale/flat/285375136/;Москва;sale;flat;17;32;2;118.1;43000000;Тропарево-Никулино;проспект Вернадского;Юго-Западная;Академ-Палас
Homeapp;https://www.cian.ru/sale/flat/279563968/;Москва;sale;flat;9;12;2;72.3;44400000;Хамовники;3-я Фрунзенская;Фрунзенская;
Apple Real Estate;https://www.cian.ru/sale/flat/280700834/;Москва;sale;flat;4;9;2;90.0;47000000;Тверской;2-я Тверская-Ямская;Белорусская;
SKYEST;https://www.cian.ru/sale/flat/285596047/;Москва;sale;flat;8;41;2;71.0;49780000;Хорошевский;Ленинградский проспект;ЦСКА;Прайм Парк
NIKA ESTATE;https://www.cian.ru/sale/flat/281257438/;Москва;sale;flat;3;3;2;52.1;52100000;Басманный;Маросейка;Китай-город;
Homeapp;https://www.cian.ru/sale/flat/275504846/;Москва;sale;flat;3;13;2;70.6;52500000;Арбат;Новый Арбат;Смоленская;Звёзды Арбата
Apple Real Estate;https://www.cian.ru/sale/flat/284612038/;Москва;sale;flat;5;6;2;73.0;53609700;Хамовники;Мансуровский переулок;Парк Культуры;
Whitewill;https://www.cian.ru/sale/flat/286215597/;Москва;sale;flat;3;26;2;63.7;54000000;Красносельский;Садовая-Спасская;Красные ворота;
Whitewill;https://www.cian.ru/sale/flat/284619053/;Москва;sale;flat;18;18;2;72.0;55000000;Красносельский;Басманный переулок;Комсомольская;Басманный 5
Whitewill;https://www.cian.ru/sale/flat/280743798/;Москва;sale;flat;10;12;2;77.1;54999000;Тверской;2-я Брестская;Маяковская;Резиденция Тверская
EstateLiga;https://www.cian.ru/sale/flat/282683852/;Москва;sale;flat;42;42;2;146.4;66500000;Филевский парк;Багратионовский проезд;Фили;Filicity
Whitewill;https://www.cian.ru/sale/flat/279147717/;Москва;sale;flat;47;77;2;72.0;68000000;Пресненский;1-й Красногвардейский проезд;Деловой центр;NEVA TOWERS
Vesco Realty;https://www.cian.ru/sale/flat/280102828/;Москва;sale;flat;3;7;2;92.0;79000000;Арбат;1-й Смоленский переулок;Смоленская;Smolensky De Luxe
Homeapp;https://www.cian.ru/sale/flat/281684702/;Москва;sale;flat;2;5;2;93.2;79220000;Красносельский;Уланский переулок;Сретенский бульвар;
Whitewill;https://www.cian.ru/sale/flat/280582367/;Москва;sale;flat;38;77;2;123.7;81000000;Пресненский;1-й Красногвардейский проезд;Деловой центр;NEVA TOWERS
Whitewill;https://www.cian.ru/sale/flat/281558581/;Москва;sale;flat;2;6;2;75.0;82500000;Замоскворечье;Большой Ордынский переулок;Третьяковская;Собрание клубных домов ORDYNKA
Premium Moscow;https://www.cian.ru/sale/flat/285227685/;Москва;sale;flat;9;14;2;99.71;83200000;Хамовники;Усачева;Спортивная;Садовые кварталы
Homeapp;https://www.cian.ru/sale/flat/281251735/;Москва;sale;flat;3;5;2;94.0;84600000;Красносельский;Уланский переулок;Тургеневская;
МОСКВА СИТИ;https://www.cian.ru/sale/flat/279689719/;Москва;sale;flat;47;75;2;217.0;86800000;Пресненский;набережная Пресненская;Деловой центр;Город Столиц
Whitewill;https://www.cian.ru/sale/flat/279147677/;Москва;sale;flat;7;10;2;101.0;88500000;Хамовники;Усачева;Спортивная;Садовые кварталы
Vesco Realty;https://www.cian.ru/sale/flat/278927138/;Москва;sale;flat;4;7;2;88.0;89281000;Арбат;Поварская;Арбатская;De Luxe квартал апартаментов 
Whitewill;https://www.cian.ru/sale/flat/282767120/;Москва;sale;flat;3;6;2;120.0;97783560;Арбат;Староконюшенный переулок;Арбатская;Клубный дом на Арбате
Whitewill;https://www.cian.ru/sale/flat/279148008/;Москва;sale;flat;4;10;2;84.0;97000000;Тверской;Фадеева;Новослободская;Итальянский Квартал
GRAND ESTATE - Премиальная недвижимость;https://www.cian.ru/sale/flat/280998211/;Москва;sale;flat;3;8;2;120.0;97783560;Арбат;Староконюшенный переулок;Арбатская;Клубный дом на Арбате
NIKA ESTATE;https://www.cian.ru/sale/flat/281234359/;Москва;sale;flat;1;3;2;107.7;107000000;Басманный;Маросейка;Китай-город;
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/252933212/;Москва;sale;flat;33;65;2;103.2;110000000;Пресненский;набережная Пресненская;Международная;Город Столиц
Whitewill;https://www.cian.ru/sale/flat/286060311/;Москва;sale;flat;2;3;2;68.0;116000000;Басманный;Маросейка;Китай-город;
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/259427417/;Москва;sale;flat;51;75;2;123.0;115000000;Пресненский;1-й Красногвардейский проезд;Деловой центр;Меркурий Тауэр
Whitewill;https://www.cian.ru/sale/flat/286124409/;Москва;sale;flat;1;8;2;136.3;127000000;Хамовники;переулок Хилков;Парк Культуры;Парк Палас
Gethome;https://www.cian.ru/sale/flat/278933424/;Москва;sale;flat;5;14;2;81.9;135000000;Хамовники;Трубецкая;Фрунзенская;Дом на Трубецкой
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/283962587/;Москва;sale;flat;75;97;2;188.5;137605000;Пресненский;набережная Пресненская;Деловой центр;Башня Федерация
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/273223939/;Москва;sale;flat;6;8;2;98.0;162972600;Арбат;Кривоарбатский переулок;Смоленская;Кривоарбатский 16/22
Whitewill;https://www.cian.ru/sale/flat/281719485/;Москва;sale;flat;17;18;2;117.0;175000000;Пресненский;2-я Звенигородская;Улица 1905 года;Резиденция МОНЭ
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/243609636/;Москва;sale;flat;2;6;2;123.0;203715750;Раменки;Косыгина;Воробьёвы горы;Монолит
Homeapp;https://www.cian.ru/sale/flat/283742490/;Москва;sale;flat;1;6;2;37.5;8700000;Марьино;Перерва;Братиславская;Апарт-комплекс 16 Уровень
CENTURY 21;https://www.cian.ru/sale/flat/286666956/;Москва;sale;flat;2;9;2;44.4;10600000;Чертаново Южное;Подольских Курсантов;Пражская;
Homeapp;https://www.cian.ru/sale/flat/280744059/;Москва;sale;flat;14;17;2;50.2;11300000;Орехово-Борисово Южное;Гурьевский проезд;Зябликово;
Homeapp;https://www.cian.ru/sale/flat/286444979/;Москва;sale;flat;4;9;2;44.5;12000000;Коньково;Бутлерова;Беляево;
CENTURY 21;https://www.cian.ru/sale/flat/286608126/;Москва;sale;flat;12;15;2;54.3;12700000;;;Прокшино;
Homeapp;https://www.cian.ru/sale/flat/286258278/;Москва;sale;flat;4;17;2;61.9;12700000;;;Рассказовка;
Homeapp;https://www.cian.ru/sale/flat/286590753/;Москва;sale;flat;1;12;2;52.1;13300000;Марьино;Маршала Голованова;Марьино;
Homeapp;https://www.cian.ru/sale/flat/286621048/;Москва;sale;flat;12;21;2;61.3;13500000;;;Рассказовка;
Homeapp;https://www.cian.ru/sale/flat/286668759/;Москва;sale;flat;12;12;2;44.5;15200000;Москворечье-Сабурово;переулок 2-й Котляковский;Каширская;LIFE-Варшавская
Monumental Group;https://www.cian.ru/sale/flat/284637064/;Москва;sale;flat;3;6;3;84.6;52500000;Пресненский;Малая Бронная;Пушкинская;
ID 14172689;https://www.cian.ru/sale/flat/283481965/;Москва;sale;flat;2;17;3;80.0;25000000;Беговой;Ленинградский проспект;Петровский Парк;Квартал апартаментов Искра-Парк
MCRealty;https://www.cian.ru/sale/flat/250451599/;Москва;sale;flat;85;95;3;142.0;100000000;Пресненский;набережная Пресненская;Международная;Башня Федерация
Группа Эталон;https://www.cian.ru/sale/flat/284050715/;Москва;sale;flat;6;6;3;101.2;36633706;Даниловский;;ЗИЛ;Шагал ЖК
MCRealty;https://www.cian.ru/sale/flat/266166535/;Москва;sale;flat;55;76;3;196.0;79000000;Пресненский;набережная Пресненская;Деловой центр;Город Столиц
MCRealty;https://www.cian.ru/sale/flat/270251743/;Москва;sale;flat;55;85;3;200.0;80000000;Пресненский;1-й Красногвардейский проезд;Деловой центр;МФК ОКО
MCRealty;https://www.cian.ru/sale/flat/271302021/;Москва;sale;flat;80;85;3;200.0;120000000;Пресненский;1-й Красногвардейский проезд;Деловой центр;МФК ОКО
MCRealty;https://www.cian.ru/sale/flat/271006834/;Москва;sale;flat;46;85;3;200.0;70000000;Пресненский;1-й Красногвардейский проезд;Деловой центр;МФК ОКО
MCRealty;https://www.cian.ru/sale/flat/271254371/;Москва;sale;flat;41;75;3;200.0;80000000;Пресненский;набережная Пресненская;Деловой центр;Город Столиц
Пионер;https://www.cian.ru/sale/flat/279362245/;Москва;sale;flat;7;11;3;85.3;65278981;Даниловский;Дербеневская;Павелецкая;OPUS
MCRealty;https://www.cian.ru/sale/flat/271164190/;Москва;sale;flat;50;78;3;210.0;85000000;Пресненский;1-й Красногвардейский проезд;Тестовская;NEVA TOWERS
ANT Development;https://www.cian.ru/sale/flat/274568608/;Москва;sale;flat;-1;-1;-1;202.0;93952604;Дорогомилово;;Парк Победы;Виктори Парк Резиденсез ЖК
Sminex-Интеко;https://www.cian.ru/sale/flat/281686961/;Москва;sale;flat;1;6;3;88.0;168760000;Басманный;Потаповский переулок;Чистые пруды;Чистые Пруды
VESPER;https://www.cian.ru/sale/flat/270237534/;Москва;sale;flat;-1;-1;-1;202.0;133742400;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky
Северная слобода;https://www.cian.ru/sale/flat/285969869/;Москва;sale;flat;5;5;3;94.0;38500000;Арбат;Новый Арбат;Смоленская;
MR Group;https://www.cian.ru/sale/flat/271462172/;Москва;sale;flat;-1;-1;-1;202.0;36904911;Савеловский;;Дмитровская;Симфония 34 ЖК
Capital Group;https://www.cian.ru/sale/flat/284865712/;Москва;sale;flat;47;65;5;207.14;225847354;Пресненский;Краснопресненская набережная;Выставочная;Capital Towers
MH Group;https://www.cian.ru/sale/flat/284849830/;Москва;sale;flat;7;7;5;200.0;96750000;Хамовники;1-й Обыденский переулок;Кропоткинская;
ASTERUS;https://www.cian.ru/sale/flat/283157296/;Москва;sale;flat;-1;-1;-1;202.0;34003100;Покровское-Стрешнево;;Спартак;Алиа ЖК
ID 471309;https://www.cian.ru/sale/flat/284440969/;Москва;sale;flat;21;35;3;120.0;40900000;Пресненский;Шмитовский проезд;Шелепиха;
Homeapp;https://www.cian.ru/sale/flat/286663805/;Москва;sale;flat;2;17;2;58.2;16308650;Братеево;Братеевская;Алма-Атинская;
Homeapp;https://www.cian.ru/sale/flat/284897172/;Москва;sale;flat;2;17;2;66.0;17500000;Нагатино-Садовники;Нагатинская набережная;Коломенская;
Homeapp;https://www.cian.ru/sale/flat/286572369/;Москва;sale;flat;13;18;2;50.0;18500000;Митино;Муравская;Пятницкое шоссе;Мир Митино
Forma;https://www.cian.ru/sale/flat/282652332/;Москва;sale;flat;-1;-1;-1;202.0;19735842;Печатники;Южнопортовая;Печатники;Portland
Homeapp;https://www.cian.ru/sale/flat/285344428/;Москва;sale;flat;6;24;2;47.0;20200000;Даниловский;Автозаводская;ЗИЛ;Парк Легенд
Century 21 Premium Property;https://www.cian.ru/sale/flat/284797658/;Москва;sale;flat;21;39;2;59.3;21500000;Раменки;Лобачевского;Аминьевская;Крылья
Century 21 Premium Property;https://www.cian.ru/sale/flat/281800075/;Москва;sale;flat;8;29;2;53.2;25500000;Головинский;Пулковская;Водный стадион;ЛЕНИНГРАDКА 58
Homeapp;https://www.cian.ru/sale/flat/286390194/;Москва;sale;flat;13;22;2;64.0;29950000;Алексеевский;Маломосковская;ВДНХ;1147
Homeapp;https://www.cian.ru/sale/flat/285863175/;Москва;sale;flat;16;19;2;76.0;38000000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
OXE CAPITAL - Элитная Недвижимость;https://www.cian.ru/sale/flat/246730952/;Москва;sale;flat;4;15;2;96.6;162972600;Якиманка;Большая Якиманка;Полянка;Коперник
Елена Мирова;https://www.cian.ru/sale/flat/286661414/;Москва;sale;flat;1;5;2;62.0;3200000;Щукино;Академика Бочвара;Щукинская;
Центральный Департамент Недвижимости;https://www.cian.ru/sale/flat/285707462/;Москва;sale;flat;4;4;2;25.0;4350000;;;Саларьево;
ID 80301916;https://www.cian.ru/sale/flat/281600619/;Москва;sale;flat;1;4;2;35.0;5844000;Покровское-Стрешнево;Волоколамское шоссе;Трикотажная;
Этажи Москва;https://www.cian.ru/sale/flat/283767337/;Москва;sale;flat;4;4;2;40.0;6999000;Даниловский;Автозаводская;ЗИЛ;Галерея ЗИЛ
Семен Гордый;https://www.cian.ru/sale/flat/286050540/;Москва;sale;flat;1;9;2;72.3;7430000;;;;
Acropol;https://www.cian.ru/sale/flat/285592986/;Москва;sale;flat;6;12;2;46.0;7590000;;;Ольховая;
ОГРК;https://www.cian.ru/sale/flat/284546777/;Москва;sale;flat;2;5;2;39.5;7600000;Даниловский;Автозаводская;ЗИЛ;Галерея ЗИЛ
Семен Гордый;https://www.cian.ru/sale/flat/286538442/;Москва;sale;flat;1;11;2;73.7;7660000;;;Рассказовка;
МИЦ;https://www.cian.ru/sale/flat/286215655/;Москва;sale;flat;-1;-1;-1;202.0;7945407;Митино;Пятницкое шоссе;Пятницкое шоссе;Сити-комплекс Перец
МИЦ;https://www.cian.ru/sale/flat/286215065/;Москва;sale;flat;-1;-1;-1;202.0;7921363;;;Саларьево;МелиСад ЖК
МИЦ;https://www.cian.ru/sale/flat/286216418/;Москва;sale;flat;-1;-1;-1;202.0;8063917;;;Филатов Луг;
ПИК;https://www.cian.ru/sale/flat/286096243/;Москва;sale;flat;2;14;2;50.7;8197176;;;Филатов Луг;
Город Инвестров;https://www.cian.ru/sale/flat/285858767/;Москва;sale;flat;9;16;2;36.32;8300000;Молжаниновский;Северный ао;Хлебниково;Молжаниново ЖК
PoiskDom;https://www.cian.ru/sale/flat/286655794/;Москва;sale;flat;9;9;2;41.0;8400000;;;Филатов Луг;
I AM ESTATE;https://www.cian.ru/sale/flat/286416257/;Москва;sale;flat;4;6;2;37.0;8450000;;;;
МИЦ;https://www.cian.ru/sale/flat/286216373/;Москва;sale;flat;-1;-1;-1;202.0;8419468;;;Филатов Луг;
Алексей Берендяев;https://www.cian.ru/sale/flat/283166199/;Москва;sale;flat;7;9;2;47.3;8700000;Савёлки;Зеленоград;;
А.М.О.Н.;https://www.cian.ru/sale/flat/285511804/;Москва;sale;flat;12;12;2;38.1;8750000;Лосиноостровский;Тайнинская;Бабушкинская;
ПИК;https://www.cian.ru/sale/flat/280618883/;Москва;sale;flat;2;33;3;80.4;16766937;Отрадное;;Владыкино;Сигнальный 16 ЖК
Level Group;https://www.cian.ru/sale/flat/285392995/;Москва;sale;flat;4;69;3;56.2;15099394;Печатники;;Кожуховская;Левел Южнопортовая ЖК
ПИК;https://www.cian.ru/sale/flat/285060573/;Москва;sale;flat;4;16;3;63.5;13622147;Люблино;;Депо;Люблинский парк ЖК
А101;https://www.cian.ru/sale/flat/278068758/;Москва;sale;flat;2;15;3;57.5;12919369;;;Улица Скобелевская;
ПИК;https://www.cian.ru/sale/flat/281170139/;Москва;sale;flat;4;17;3;62.97;13776828;Текстильщики;Юго-Восточный ао;Текстильщики;Волжский Парк ЖК
ПИК;https://www.cian.ru/sale/flat/279656852/;Москва;sale;flat;3;32;3;85.9;24757926;Филевский парк;;Багратионовская;Барклая 6 ЖК
ПИК;https://www.cian.ru/sale/flat/272351442/;Москва;sale;flat;29;32;3;59.2;18742720;Головинский;Северный ао;Водный стадион;Кронштадтский 9 ЖК
ПИК;https://www.cian.ru/sale/flat/284029054/;Москва;sale;flat;8;33;3;68.4;14328705;Алтуфьевский;Алтуфьевское шоссе;Отрадное;Алтуфьевское 53
ПИК;https://www.cian.ru/sale/flat/281572766/;Москва;sale;flat;4;33;3;72.08;15050304;Чертаново Южное;;Красный Строитель;Ютаново ЖК
ПИК;https://www.cian.ru/sale/flat/283554282/;Москва;sale;flat;2;24;2;36.0;8843904;Отрадное;;Бибирево;Римского-Корсакова 11 ЖК
CENTURY 21;https://www.cian.ru/sale/flat/286573088/;Москва;sale;flat;4;9;2;47.0;8900000;Савёлки;Зеленоград;Ховрино;
ФСК;https://www.cian.ru/sale/flat/277999846/;Москва;sale;flat;-1;-1;-1;202.0;8918156;;;Тропарёво;
Монолит Столица;https://www.cian.ru/sale/flat/286330864/;Москва;sale;flat;12;30;2;42.0;8990000;Южное Бутово;к1.1;Бунинская аллея;Южные Сады ЖК
МИЦ;https://www.cian.ru/sale/flat/286215121/;Москва;sale;flat;-1;-1;-1;202.0;9187811;;;Саларьево;
Континент-Недвижимость;https://www.cian.ru/sale/flat/286052124/;Москва;sale;flat;9;9;2;42.0;9100000;Гольяново;Камчатская;Щёлковская;
ИНФИНИТИ;https://www.cian.ru/sale/flat/284726728/;Москва;sale;flat;1;9;2;37.5;9190000;Алексеевский;Маломосковская;Алексеевская;
МИЦ;https://www.cian.ru/sale/flat/286214966/;Москва;sale;flat;-1;-1;-1;-1.0;9207835;;;Ольховая;
ПИК;https://www.cian.ru/sale/flat/279068148/;Москва;sale;flat;6;9;2;36.3;9249240;;;Бульвар Адмирала Ушакова;
МИЦ;https://www.cian.ru/sale/flat/286215282/;Москва;sale;flat;-1;-1;-1;202.0;9272745;;;Саларьево;
А101;https://www.cian.ru/sale/flat/279712413/;Москва;sale;flat;3;18;2;39.3;9300606;;;Улица Горчакова;Дзен-кварталы ЖК
NEWPOLIS;https://www.cian.ru/sale/flat/280057638/;Москва;sale;flat;9;9;2;35.9;9347000;Можайский;Гвардейская;Рабочий посёлок;
ПИК;https://www.cian.ru/sale/flat/286290090/;Москва;sale;flat;4;33;2;32.45;9257985;Нижегородский;Перовское шоссе;Нижегородская;Перовское 2
Dream Realty;https://www.cian.ru/sale/flat/283325706/;Москва;sale;flat;12;12;2;38.1;9300000;Печатники;Полбина;Печатники;
ID 73316682;https://www.cian.ru/sale/flat/282996500/;Москва;sale;flat;15;22;2;50.4;9300000;Силино;Зеленоград;;
ПИК;https://www.cian.ru/sale/flat/283074459/;Москва;sale;flat;2;25;2;45.0;9427500;Крюково;Зеленоград;Пятницкое шоссе;Зелёный парк
А101;https://www.cian.ru/sale/flat/278068653/;Москва;sale;flat;2;15;2;36.7;9364967;;;Улица Скобелевская;
Этажи Москва;https://www.cian.ru/sale/flat/285320793/;Москва;sale;flat;6;27;2;32.6;9500000;Нижегородский;к2.1;Нижегородская;Перовское 2 ЖК
Isaev Estate;https://www.cian.ru/sale/flat/283710199/;Москва;sale;flat;9;9;2;46.0;9500000;Выхино-Жулебино;Ферганская;Выхино;
ID 293483;https://www.cian.ru/sale/flat/286570295/;Москва;sale;flat;4;5;2;46.3;9500000;Перово;Плеханова;Перово;
Анна Климова;https://www.cian.ru/sale/flat/286562970/;Москва;sale;flat;4;12;2;38.0;9450000;Выхино-Жулебино;Ташкентская;Юго-Восточная;
Основа;https://www.cian.ru/sale/flat/285084131/;Москва;sale;flat;4;35;2;37.9;9626600;Ярославский;;Ростокино;Мираполис ЖК
PROНЕДВИЖИМОСТЬ;https://www.cian.ru/sale/flat/285803310/;Москва;sale;flat;2;12;2;38.1;9600000;Печатники;Полбина;Депо;
ID 13663776;https://www.cian.ru/sale/flat/285396067/;Москва;sale;flat;1;9;2;37.1;9550000;Южное Тушино;Туристская;Сходненская;
Содействие;https://www.cian.ru/sale/flat/286058518/;Москва;sale;flat;9;12;2;38.3;9600000;Кузьминки;Окская;Текстильщики;
CENTURY 21 Перспектива;https://www.cian.ru/sale/flat/284154074/;Москва;sale;flat;9;9;2;46.6;9700000;Кузьминки;Академика Скрябина;Рязанский проспект;
Этажи Москва;https://www.cian.ru/sale/flat/285844724/;Москва;sale;flat;7;9;2;44.0;9790000;Очаково-Матвеевское;Веерная;Давыдково;
METRAGE;https://www.cian.ru/sale/flat/286318824/;Москва;sale;flat;1;9;2;44.8;9800000;Ясенево;Голубинская;Ясенево;
Содействие;https://www.cian.ru/sale/flat/285630997/;Москва;sale;flat;5;9;2;44.7;9800000;Вешняки;Старый Гай;Новогиреево;
ЛэндЛ;https://www.cian.ru/sale/flat/286545075/;Москва;sale;flat;5;5;2;44.7;10000000;Печатники;Батюнинская;Печатники;
Возрождение;https://www.cian.ru/sale/flat/279758555/;Москва;sale;flat;2;12;2;45.8;9999000;Чертаново Южное;3-й Дорожный проезд;Покровское;
БЕСТ-Новострой Обмен квартир;https://www.cian.ru/sale/flat/285556426/;Москва;sale;flat;7;14;2;39.4;9990000;Сокол;Балтийская;Сокол;
S-REALTY;https://www.cian.ru/sale/flat/286659457/;Москва;sale;flat;2;9;2;42.9;9950000;Ярославский;Палехская;Бабушкинская;
ЛИДЕР;https://www.cian.ru/sale/flat/286002271/;Москва;sale;flat;1;17;2;54.0;10000000;Внуково;Интернациональная;Рассказовка;
Этажи Москва;https://www.cian.ru/sale/flat/286343921/;Москва;sale;flat;10;14;2;43.9;10000000;Дмитровский;Софьи Ковалевской;Селигерская;
ПИК;https://www.cian.ru/sale/flat/284669893/;Москва;sale;flat;8;17;2;59.6;9984192;;;Щербинка;
SRG;https://www.cian.ru/sale/flat/286567756/;Москва;sale;flat;8;16;2;60.0;9950000;;;;
Монолит Столица;https://www.cian.ru/sale/flat/275301812/;Москва;sale;flat;19;19;2;64.5;9990000;;;Рассказовка;
ID 75018243;https://www.cian.ru/sale/flat/283725728/;Москва;sale;flat;8;12;2;55.2;9990000;;;Филатов Луг;
CENTURY 21;https://www.cian.ru/sale/flat/282027540/;Москва;sale;flat;12;21;2;56.0;10300000;Южное Бутово;к1.3;Бунинская аллея;Южные Сады ЖК
S-REALTY;https://www.cian.ru/sale/flat/286659018/;Москва;sale;flat;2;9;2;40.7;10250000;Головинский;Кронштадтский бульвар;Коптево;
ФСК;https://www.cian.ru/sale/flat/279103245/;Москва;sale;flat;-1;-1;-1;202.0;10306877;;;Тропарёво;
ПИК;https://www.cian.ru/sale/flat/278638094/;Москва;sale;flat;13;33;2;40.7;10436782;Отрадное;;Владыкино;Сигнальный 16 ЖК
Монолит Столица;https://www.cian.ru/sale/flat/285500157/;Москва;sale;flat;3;5;2;44.0;10400000;Северное Тушино;Свободы;Сходненская;
Наталья Тихонова;https://www.cian.ru/sale/flat/286676006/;Москва;sale;flat;7;9;2;45.1;10500000;Орехово-Борисово Южное;Воронежская;Домодедовская;
